	V	1	0.0
	V	100008	0.0
	V	100017	0.0
	V	100026	0.0
	V	100035	0.0
	V	100044	0.0
	V	100053	0.0
	V	100062	0.0
	V	100071	0.0
	V	10008	0.0
	V	100080	0.0
	V	100099	0.0
	V	100107	0.0
	V	100116	0.0
	V	100125	0.0
	V	100134	0.0
	V	100143	0.0
	V	100152	0.0
	V	100161	0.0
	V	10017	0.0
	V	100170	0.0
	V	100189	0.0
	V	100198	0.0
	V	100206	0.0
	V	100215	0.0
	V	100224	0.0
	V	100233	0.0
	V	100242	0.0
	V	100251	0.0
	V	10026	0.0
	V	100260	0.0
	V	100279	0.0
	V	100288	0.0
	V	100297	0.0
	V	100305	0.0
	V	100314	0.0
	V	100323	0.0
	V	100332	0.0
	V	100341	0.0
	V	10035	0.0
	V	100350	0.0
	V	100369	0.0
	V	100378	0.0
	V	100387	0.0
	V	100396	0.0
	V	100404	0.0
	V	100413	0.0
	V	100422	0.0
	V	100431	0.0
	V	10044	0.0
	V	100440	0.0
	V	100459	0.0
	V	100468	0.0
	V	100477	0.0
	V	100486	0.0
	V	100495	0.0
	V	100503	0.0
	V	100512	0.0
	V	100521	0.0
	V	10053	0.0
	V	100530	0.0
	V	100549	0.0
	V	100558	0.0
	V	100567	0.0
	V	100576	0.0
	V	100585	0.0
	V	100594	0.0
	V	1006	0.0
	V	100602	0.0
	V	100611	0.0
	V	10062	0.0
	V	100620	0.0
	V	100639	0.0
	V	100648	0.0
	V	100657	0.0
	V	100666	0.0
	V	100675	0.0
	V	100684	0.0
	V	100693	0.0
	V	100701	0.0
	V	10071	0.0
	V	100710	0.0
	V	100729	0.0
	V	100738	0.0
	V	100747	0.0
	V	100756	0.0
	V	100765	0.0
	V	100774	0.0
	V	100783	0.0
	V	100792	0.0
	V	10080	0.0
	V	100800	0.0
	V	100819	0.0
	V	100828	0.0
	V	100837	0.0
	V	100846	0.0
	V	100855	0.0
	V	100864	0.0
	V	100873	0.0
	V	100882	0.0
	V	100891	0.0
	V	100909	0.0
	V	100918	0.0
	V	100927	0.0
	V	100936	0.0
	V	100945	0.0
	V	100954	0.0
	V	100963	0.0
	V	100972	0.0
	V	100981	0.0
	V	10099	0.0
	V	100990	0.0
	V	101007	0.0
	V	101016	0.0
	V	101025	0.0
	V	101034	0.0
	V	101043	0.0
	V	101052	0.0
	V	101061	0.0
	V	10107	0.0
	V	101070	0.0
	V	101089	0.0
	V	101098	0.0
	V	101106	0.0
	V	101115	0.0
	V	101124	0.0
	V	101133	0.0
	V	101142	0.0
	V	101151	0.0
	V	10116	0.0
	V	101160	0.0
	V	101179	0.0
	V	101188	0.0
	V	101197	0.0
	V	101205	0.0
	V	101214	0.0
	V	101223	0.0
	V	101232	0.0
	V	101241	0.0
	V	10125	0.0
	V	101250	0.0
	V	101269	0.0
	V	101278	0.0
	V	101287	0.0
	V	101296	0.0
	V	101304	0.0
	V	101313	0.0
	V	101322	0.0
	V	101331	0.0
	V	10134	0.0
	V	101340	0.0
	V	101359	0.0
	V	101368	0.0
	V	101377	0.0
	V	101386	0.0
	V	101395	0.0
	V	101403	0.0
	V	101412	0.0
	V	101421	0.0
	V	10143	0.0
	V	101430	0.0
	V	101449	0.0
	V	101458	0.0
	V	101467	0.0
	V	101476	0.0
	V	101485	0.0
	V	101494	0.0
	V	1015	0.0
	V	101502	0.0
	V	101511	0.0
	V	10152	0.0
	V	101520	0.0
	V	101539	0.0
	V	101548	0.0
	V	101557	0.0
	V	101566	0.0
	V	101575	0.0
	V	101584	0.0
	V	101593	0.0
	V	101601	0.0
	V	10161	0.0
	V	101610	0.0
	V	101629	0.0
	V	101638	0.0
	V	101647	0.0
	V	101656	0.0
	V	101665	0.0
	V	101674	0.0
	V	101683	0.0
	V	101692	0.0
	V	10170	0.0
	V	101700	0.0
	V	101719	0.0
	V	101728	0.0
	V	101737	0.0
	V	101746	0.0
	V	101755	0.0
	V	101764	0.0
	V	101773	0.0
	V	101782	0.0
	V	101791	0.0
	V	101809	0.0
	V	101818	0.0
	V	101827	0.0
	V	101836	0.0
	V	101845	0.0
	V	101854	0.0
	V	101863	0.0
	V	101872	0.0
	V	101881	0.0
	V	10189	0.0
	V	101890	0.0
	V	101908	0.0
	V	101917	0.0
	V	101926	0.0
	V	101935	0.0
	V	101944	0.0
	V	101953	0.0
	V	101962	0.0
	V	101971	0.0
	V	10198	0.0
	V	101980	0.0
	V	101999	0.0
	V	102006	0.0
	V	102015	0.0
	V	102024	0.0
	V	102033	0.0
	V	102042	0.0
	V	102051	0.0
	V	10206	0.0
	V	102060	0.0
	V	102079	0.0
	V	102088	0.0
	V	102097	0.0
	V	102105	0.0
	V	102114	0.0
	V	102123	0.0
	V	102132	0.0
	V	102141	0.0
	V	10215	0.0
	V	102150	0.0
	V	102169	0.0
	V	102178	0.0
	V	102187	0.0
	V	102196	0.0
	V	102204	0.0
	V	102213	0.0
	V	102222	0.0
	V	102231	0.0
	V	10224	0.0
	V	102240	0.0
	V	102259	0.0
	V	102268	0.0
	V	102277	0.0
	V	102286	0.0
	V	102295	0.0
	V	102303	0.0
	V	102312	0.0
	V	102321	0.0
	V	10233	0.0
	V	102330	0.0
	V	102349	0.0
	V	102358	0.0
	V	102367	0.0
	V	102376	0.0
	V	102385	0.0
	V	102394	0.0
	V	1024	0.0
	V	102402	0.0
	V	102411	0.0
	V	10242	0.0
	V	102420	0.0
	V	102439	0.0
	V	102448	0.0
	V	102457	0.0
	V	102466	0.0
	V	102475	0.0
	V	102484	0.0
	V	102493	0.0
	V	102501	0.0
	V	10251	0.0
	V	102510	0.0
	V	102529	0.0
	V	102538	0.0
